Name,Rating,Comments
Amir Abbas, 4 stars ,"Hmm Good food. Value for money. This restaurant is amongst the top restaurants of Islamabad. The decor, ambience and food is great. The service is swift and courteous. Hygiene is okay but can be further improved. Location is fine. A little …"
Saad Ahmad, 4 stars ,"Food quality is good, tried lemon green tea it was best so far, coffee is also good. Overall ambience is good, but place is congested parking facility is not good. Good place to sit and talk."
hallian555, 1 star ,"Average food with below average service ... people ho there just to enjoy the atmosphere provided by the location.... if it was for food only, I would never want to visit it"
Sheeraz Khan, 4 stars ,"Good Italian food restaurant but little expensive. Ambiance is good, friendly staff and good quality tasty food. Parking is available but not dedicated for this restaurant. Desserts are creamy and yummy. Light music creates good atmosphere while having good food."
Ahmed Arshad, 5 stars ,Great food in an upscale environment. Steaks were done a little more than I would have preferred but still offered a well rounded meal. The caramel shake was great and the brownie skillet was to die for. Must try.
Khansa Khan Photography, 5 stars ,Good coffee and ambiance. Stake is also a must try. Little expensive too.
Abubakar Sadi, 4 stars ,I love this cafe because of it food and location also . Every single bite of every food menu is perfect and tasty . Environment is very good smooth and romantic . Specially this market is very popular and up scale . Prices are very high  compare to other market and because of Capital city .
sajid aslam, 3 stars ,Nice food was always but very expensive
Ayesha Khan, 3 stars ,"Average food, huge menu! Lovely outdoor, full of atmosphere and lots of Islamabad elite and diplomats. Good place to meet for a business meeting or for a meal with friends. The outdoor is the main attraction!"
Rabia M, 1 star ,quinoa salad was more like sweet porridge with veges. wouldn't recommend..
Hamza Pitafi, 4 stars ,Out door seating is great
Raza Baloch, 5 stars ,"Best food. Specially breakfast is very delicious. Prices are bit high but for food quality and quantity,it’s worth it. Must try"
Sher Bano Awan, 5 stars ,Great breakfast options
Mohammad Moaaz Ahmad, 5 stars ,"It's a great restaurant with plenty of options in the menu to choose from. On the expensive side, this restaurant offers all items you expect from such a restaurant."
., 1 star ,"My companion got deathly ill from food poisoning from a cheeseburger at the restaurant on July 17, 2019. Otherwise the service and food presentation were very nice — however when something like that happens it turns you off a place pretty much for life."
Danish Mehmood, 5 stars ,Excellent
Phoenix Reborn, 4 stars ,"Great ambiance and even better food. Steet 1 cafe is a must visit for everytime you go to islamabad. i hv mostly visited for breakfast which is worth a try. However, in my view, their standerds are not as good as they used to be especially when it comes to food."
Aadil Khalil, 5 stars ,Excellent food and place but on an upscale side!
A R, 2 stars ,"Air Conditioning issues inside. Tom Yum is not worth ordering. If you write Prawns then should not serve shrimps. Even the shrimps were not fresh and had a smell. The Spicy Thai salad is not spicy at all, but it does taste ok.

So in Summary ...... The dishes don't come out as advertised on the menu.

The ambiance is good."
maham naseer, 1 star ,The worst food i have ever had. Gave me food poisoning. A pathetic excuse of a cafe
Hatersgoingstohate Yae, 1 star ,"I’m never eating from here. Ordered nachos 2 days ago, got food poisoning. I was in a lot of pain yesterday. Horrible diarrhea and vomiting as well. I’m trying to recover, but horrible place. Highly not recommend, especially dangerous disgusting life harming nachos."
aamir khan, 4 stars ,Good coffee
Sajida Khan, 4 stars ,An upscale restaurant in Kohsar market Islamabad.very good ambience and quality food.
Sarmad Zia, 4 stars ,"Good food and good ambiance, a bit small on portions but can be compensated by side orders. Over all good experience. A bit expensive"
Madiha Arshad, 5 stars ,Best wings ever!
zahra aamir, 5 stars ,Amazing place to go for food! Everything on their menu is worth trying and delicious! The seating and service are great. The best breakfast spot in the area my opinion :)!
Usman Rizwan, 5 stars ,Nice breakfast
Tariq Usman, 1 star ,"Poor heigine. Even after repeated complaints there were flies hovering us during dinner. The table napkins were damp.
The waiters were justifies each observation with a poor excuse

over all a poor experience"
Umar Dar, 4 stars ,"Beauty of Kohsar market combined with green, calm and soothing environment makes it a worthy place. Their roadside seating is great. For breakfast, I recommend their granula and Spanish omelette."
Saeed lala, 4 stars ,Just for the most trendiest ones having deep pockets. Their breakfast deals Are my favourite.
Jahandad Khan, 4 stars ,"Dessert 🍰 are awesome, price is high, presentation used to be good but now it's average. And quantity lessened."
Muhammad Ali Syed, 5 stars ,Good food quality & ambience
Ali Shehzad, 4 stars ,"Great ambiance but food could be better. From a culinary standpoint, a little too ordinary for the price they charge."
Faisal Khan, 5 stars ,Good Food
Babur Ghani, 5 stars ,Good desserts. Most people love their food. Very popular with the pti crowd.
Bilal Chughtai, 5 stars ,"Best high-end eatery in the city. Everything, literally everything, on the menu is great. And this place has got the best salads ever. If there's one place I want to go to again and again to eat, it's this one."
Dr. Salman Kazim, 3 stars ,"The food and service is always very good but this was the third time that I made a reservation for a specific time and the table was not available. Left a very bad taste in the mouth. They do not honor reservations, at least in my experience"
Rana Jawad, 4 stars ,i ate a cheeseburger and it was good ....we also ordered some steaks but they were ok not as great as they should be. one cashew chicken was also ordered and its taste was really good. the ambiance was also nice .
usama mubarak, 5 stars ,Loved it.
Saima Faheem, 5 stars ,"Good ambience,  nice and cosy.  Food was great. Keep rolling, you are doing a great job!"
Abbas Khan, 5 stars ,"Excellent food, good atmosphere, good service one of the best restaurant in Islamabad. I love to go this place. Manu is also very good"
Sabz Moghal, 5 stars ,I have been visiting this cafe since Jan 2013 ..This place never disappoints.  Top notch food and decor .the food tastes amazing . If theres any problem its straight away addressed by the staff. A very good place to invite friends and family.
umair zaffar, 5 stars ,"Good food, great service"
Javaid Iqbal, 2 stars ,Probably the most overpriced restaurant I have visited in Pakistan with respect to the quality of their food. Ambience was up to the mark but the food was just horrendous and had nothing special in it.
A.J., 4 stars ,"Skillet brownie at Street1 cafe kohsar market Islamabad.

Must try..."
Viqar Khilji, 4 stars ,"Popular Cafe offering soups, sandwiches, burgers, salads as food items and a good choice of hot and cold drinks including seasonal juices"
Rizwan Khalid Syed, 4 stars ,Very nice ambience. Good and delcious food. Good service. The paratha tasted good but of small size. Overall a very happy experience with family.
Farhan Ajmal, 3 stars ,"Its just moderately expensive but the service and everything else is marvelous. I liked the food personally. In addition, must try the sausages"
sways man, 5 stars ,Very nice place good food and all
Umer Tariq, 5 stars ,"Its a nice place to sit and unwind after a long day, or to just kick off your day with a splendid meal and environment."
Hassaan Shafiq, 5 stars ,Love the coffee and its freshness the beans are really pure and smell like anything.The environment is also good but conjested so if you are looking for peaceful place to relax then this is not the best option.This place is upscale anyways.Sitting is available outside and inside too.Service is also really good.Staff is friendly.So overall it is worth visiting.
Riaz Hussain, 4 stars ,Good food nice place.
Farried Aman Shaikh, 3 stars ,"Average food, service quality needs improvement. Nice / cozy ambiance."
Samir Najeeb, 4 stars ,The food was great as was the crowd. Chicken Tarragon and Chicken Mexican were awesome. Their appetizers are pretty decent. I recommend this place.
Adeel Khan, 3 stars ,Good food but at times limited choices
Farhat Karim Hashmi, 4 stars ,An up scale restaurant at  posh area of Islamabad. It is an expansive place quality and taste is of madium standard.
Huma Tariq, 4 stars ,One of the best Italian restaurants in my opinion in Pakistan and I'm from Karachi. Loved the freshly baked bread and well cooked fettuccine Alfredo.
Summiayah Farrukh, 5 stars ,Excellent food...never disappoints ...best sehri
Ismail Akram, 1 star ,Worst exp💔
Fahim Khan, 3 stars ,"Much on the higher end for the price. Stylish, chic and pompous. U have to have an attitude for being there to boast around later. Although not much different on the menu from others in the market, yet a place for chilling out! Good interiors, great ambience but a little congested. The place is infamous for the ill fated murder of Ex governor Punjab. However, the deceased liking for the place earned the restaurant repute of high end."
Changaiz Khan, 2 stars ,"Overrated, bland and over hyped. Used to be good but its become extremely commercialized, the food isn't what it used to be and id recommend going someplace that gives you more satisfaction for the money you spend. 5/10"
Imran Reayat, 3 stars ,"Food is good. Menu has less items for diet conscious people e.g. no sides of brown rice or sweet potato...
Place is a quite small... washroom is shared and is usually having a queue..."
Usman Sajid, 1 star ,"Quite expensive, food very pathetic . Serving size and portion too small. Paratha of 4 inches. No value of money.   Wastage of money.  Not recommended for breakfast especially. One wash room for ladies and gents both.
Coconut paratha was taste less and unpleasant after taste ( bitter like)."
Ali Imran, 3 stars ,Prices do not match the taste they offer.
Hassan Afroze Ahmad, 4 stars ,"Good sitting area, wonderful food, although a bit pricey"
Shaza Imran, 5 stars ,"Love the food!!! Quality, service, views....everything is just outstanding."
Zain A, 5 stars ,Nice place good surrounding and expensive food
Uzma 333, 3 stars ,"Just okay food . Not worth your hard earned money.!
Liked the long fire lamps placed in the small  courtyard to enjoy  ambience in a  chilly winter Isloo night ."
Yaser Mudasser, 3 stars ,Lunch/ dinner just average. Yes breakfast is good.
Faisal Malik, 4 stars ,i visited this place with friends and enjoyed the environment alot. Food was delicious. Arrangements were attractive and didnt let anybody bore while waiting for food.
Usman Nissar, 5 stars ,"Love this place.. Nice decor, good food, and good service"
Atiq Massan, 3 stars ,"Had lunch there with friends. Food was cleanly presented with good quality ingredients, though it was not that ample in sizing, taste was just okayish. Location is top notch. We sat outside in open air. Sitting was a bit cramped but will do. The salad i ordered had to have some MORE olive oil. Oil used seemed as if not extra virgin olive. Quantity of some of ingridients was far less that other ingredients. Salt was not therre to compliment to the oils. My judgment of a restaurant comes from the knifes used and given for use to foodies. And theirs were not sharpened."
Nasir Ali Khan, 5 stars ,My favorite place these days. Lovely chicken mushroom soup. Good ambiance. Even had breakfast there a couple of Sundays. Try their eggs Benedict
Rehan Ahmad, 1 star ,Tasteless food with very high price tag. Sitting area is also uncomfortable. If tar menue is not good at all.
Mohsin Bukhari, 2 stars ,"Bad service, okay food, small space and overpriced"
Adnan Zaman, 3 stars ,Good place to sit outside(weather permitting) and have a cup of coffee or a light snack.
Feryal Malik, 5 stars ,Great place! The Chocolate Skillet is a MUST try!
Saad Afzal Adv, 4 stars ,Nice place. Recommended
Abdalah Shraf, 3 stars ,Nice place good services and the quality is gr8. Little more costly. Recommended for spend good time with friends.
Sameer Ali, 5 stars ,Tried their hi tea and everything was really good
Mubashir Ali, 5 stars ,Complementary bread and snacks with olive oil is awesome. Do try the mushroom cream soup.
Malik Kazim Khan, 5 stars ,Favv palce for brunch and any official meeting
Khayyam Abbasi, 5 stars ,Great food bit pricey
roblox fantastic three, 5 stars ,English breakfast was nice both time i visited....but a big no for desi breakfast
Usman K, 4 stars ,This is a swanky upscale place with a nice ambience and lovely outdoor seating options in Kohsar market. The food is good through the flavors can be a bit unbalanced in some dishes. Service is also good though can't make up your mind from one trip only. Being upscale it is understandingly expensive. Well worth it if youre looking for a break from the standard chicken and beef options most eateries offer in Islamabad. Loved the avocado and caramelized walnuts quinoa salad. Would visit again to try out the other menu options.
habiba shahid, 5 stars ,The hit me cake is a must.......ITS IS AMAZINGGGGGGGGGGG........chicken fingers were very delicious.....very good environment..... its a expensive but its worth it
Yaser Khan, 5 stars ,Always love hit me chocolate. Love every bite of it 👍
Atif Aziz, 2 stars ,Average FOOD and not worth the money spent on there. Ambiance was okay.
Roomana Zaman, 4 stars ,The atmosphere was very nice and the food was great
Shanzay A, 4 stars ,My favorite place for Eggs Benedict in the city
Asim Bashir, 4 stars ,"Good food, good service."
Imran Hameed, 5 stars ,Excellent food and service.
Omer Arshad Khan, 5 stars ,A place filled with excellence for serving and ambience both
Fatima Khalid, 5 stars ,"Good food, great setting - every Islamabadi's go-to place for brunch."
Raffat Pasha, 4 stars ,A good place for meals and snacks. Good quality and reasonably priced.
Babar Saeed, 5 stars ,Wonderful place. Excellent food and very good service
Azmat Ali, 5 stars ,excellent coffee and ideal place for hangout with friends. evening is wonderful time to go there.
Nay Nay, 3 stars ,An old school favorite that is slowly slipping in standard :( No longer a go-to spot
Maisam Askari, 4 stars ,A well managed lively place but the cafe is a little small and the food is overpriced
N W, 5 stars ,Good out door care was very busy seems like Islamabad city needs more restaurant..can smoke my cigar with low quality espresso
Hassaan M, 3 stars ,"A small establishment in Kohsar market that offers contrasting qualities of food. Some things are good, others are really bad. Hot chocolate is recommended, coffees are okayish. Lava cake is good but burgers are a waste of money. The burger patties are stiff and not from a prime cut at all. At least the ones I have tried."
Abdul Wahid Mir, 5 stars ,"Quality food, excellent environment, courteous staff, reasonable price"
Hamza Babar, 5 stars ,This is my Fav. Place to Eat in Islamabad. Their Breakfast is to Die for. Also Excellent Ambiance.
Usama Khilji, 4 stars ,Nice views of the greenery around. Menu needs more vegetarian options. The breakfast/brunch is excellent.
Nizami, 3 stars ,Overall food was fine. I tried Tam Yum soup. The soup was anything but Thai.
Waqas Ahmed, 1 star ,High rates and small serving size. Average ambience
Imran Haider, 4 stars ,This place never dissappoints. Good ambiance and food... Avoid rush hours though which'll be a challenge
Feroze Ehsan, 5 stars ,"Always great food.
Highly recommend the desi breakfast."
Yasir Q Khan, 5 stars ,Awesome Place with Yummilicious food
Javed Iqbal, 5 stars ,Famous restaurant for breakfast. try it and you will love it.. bit expensive though
Faiza Sindhu, 5 stars ,Oh my my.. itS a lovely place... for sunday and Saturday's Brunch...i want to go again and again and AGAIN...
Razi ur Rahman, 4 stars ,Quite and exclusive. A bit expensive. Coffee ok  service good.
Syed Sajjad Haider, 4 stars ,Excellent and delicious food items. Sitting area is very decent and cool ambiance with an easy location to find.
Sheikh Rizwan, 3 stars ,Charges very high and quantity they serve is very less than other competitors
Abbas Gillani, 2 stars ,Got dodgy stomach after eating their burger. Disappointed.
Ahsan Uddin, 5 stars ,Good ambience outside in winter. The food and coffee were also delicious.
Hasan Abbas, 4 stars ,Nice place to hang out but you may find it pricey for meals.
Muhammad Azhar, 5 stars ,Though expensive but good food n good ambience.. Space is a lil short but the taste compensates that very well
Huma Gull, 5 stars ,Good place to eat and enjoy Kohsar Market area
maria naeem, 1 star ,The food at this place was NOT good. No value for the money and very expensive. NOT RECOMMEND
Muhammad Osman, 4 stars ,Polite servers with reasonable ambiance. The food is quite good too but there is definitely a room of an improvement in few things i have tried so far..
Qasim Zaman Khan, 4 stars ,Good food good out door sitting area
Zahid Sindhu, 5 stars ,"Excellent food, nice service, great ambiance!"
Batman, 5 stars ,"Great setting, contemporary menu and good service."
Leopard Shah Afridi, 5 stars ,The only place that I enjoy . Impressive service and
Ahtsham Yousuf, 5 stars ,Pricy but you will find value for money.
Adnan Moiz, 1 star ,"I had the misfortune of trying their coffee and I was terribly disappointed with the taste. Also, their molten lava cake was so bad, it made me nauseated. I don't think I'll ever go there for coffee again (of molten lava cake). NOT …"
Usman Ali Akbar, 4 stars ,"Nice Europe touch, good food but a bit expensive may be because of location"
Mohsin Ashraf, 3 stars ,Good was good but not worth the price tag.
Faraz Khan, 5 stars ,Pricy but the food was very good
Akif Rasheed, 4 stars ,Had some delicious churros there. For now that is all I can add.
Fawad Ahmad, 5 stars ,loved it the food was rly nice.
Sutta Laga, 5 stars ,I had the chocolate waffle and it was amazing.....closest to UK standard
Sara Kiani, 5 stars ,One of the best food experiences i have had in Pakistan. Love that littke cafe very much like small café's on the random streets in London but when you actually try their food its a bomb
blog ISB, 5 stars ,have been there multiple times and always have received excellent service.
mir hashim, 5 stars ,Good taste
james afridi, 4 stars ,Best place for eating desert. But the way they are making it expensive 😠 does not worth them.
Waqas Khan, 4 stars ,Environment
Simon Azariah, 4 stars ,The plaice was amazingly good. Crowded but passable.
Fahad Sheikh, 5 stars ,Service is consistent and good food. A nice option for hanging out.
Pervaiz Saeed, 4 stars ,Pleasure sitting on the verandah in the lovely Islamabad weather in the evening and street one provides this opportunity
manu hasan, 5 stars ,"Great food, especially breakfast. Nice ambience."
Inspiration to Work, 4 stars ,"Staff is v friendly
Good decor
Variety of food
Mostly visited for breakfast at weekends
Not only continental but desi food options for breakfast r also v tasty"
Jawad Raja, 5 stars ,"My all time favourites in Islamabad. Good food, good crowd & extremely friendly staff."
Naser Hamdani, 5 stars ,Good ambiance. Western food. In place of Islamabad
Kashif Ameer, 5 stars ,"Best cafe in Islamabad. Food, location, everything is perfect."
Moosa Zulfiqar, 4 stars ,One of the best places to have good breakfast. Recommended.
usman zia, 4 stars ,"Great food,  good staff,  great place to hangout"
abrar ismael, 4 stars ,Food is good but prices of dishes are higher. Almost as high as restaurants in the West.
muddassar malik, 5 stars ,Nice ambience. Good food
sincheko, 4 stars ,Good service good food nice interior.
Gohar Asadullah, 4 stars ,A bit expensive when compared to the quality of food.
Usman Raza, 5 stars ,Great for deserts. I come here when I want to give myself a treat..
Salma Murtaza, 5 stars ,Best breakfast in town!
Faraz Shahid, 4 stars ,Food was good but not that much . Ambiance and service both are satisfactory. Overall a good experience
Abbas Majeed Khan Marwat, 3 stars ,Average food but expensive !
Khurram Hussain, 5 stars ,"Environment and service, also food quality terrific"
Maj. Gen. Arshad, 4 stars ,Great food as always
taha mithaiwala, 2 stars ,Pretty expensive and not worth
saba haider, 5 stars ,It was a good experience but they have changed there menu a little bit ..  which is kind of ...not up to to expectations  as earlier.....over it's still better than any in the neighbourhood!!
Daiyaan Asad, 4 stars ,"It's a nice place, but a bit overrated."
SilverLining Consultants, 4 stars ,Very elegant ambiance. Coffee and snacks are superb.
Ismail Farrukh, 5 stars ,Food is excellent .Prices are very high.But you can go and chill with your friends and family also . Only quality food in the town.Need to improve service. Service is v.v POOR and seems staff is not properly trained.
ahsan jafri, 5 stars ,"""Hit Me Cake"" 🍰 10/10"
umer usman, 5 stars ,Nice staff was very friendly and coparatave plz do visit
maliha 12, 4 stars ,I ordered mocca coffee it was good.
Abdul Ahad Memon, 4 stars ,Great place and service with a good menu and taste
Peter Jones, 5 stars ,The best in all of Islamabad for service and food.....wonderful welcoming staff
Mehmood Hussain, 5 stars ,"Great place, great food, just a little congested."
Aarash Khan, 5 stars ,One of the best place to dine. Never disappoints!
Muhammad Umer Shahid, 5 stars ,"The best place to enjoy continental food in Islamabad, one of my favorite place in town."
Nazsh Ali, 4 stars ,Good place but quiet expensive!
Aaqib Iqbal, 5 stars ,Don't know about food but the dessert was excellent
Khurram Abbass, 5 stars ,"Best eatry in town, prices are slightly higher but then quality is worth it"
Faisal Qureshi, 4 stars ,Nice and calm place and prices are very cheap as well
SHINBAE LEE, 4 stars ,"Enjoy your choice which is Pasta, pizza, steak, etc."
Hina Umer, 4 stars ,Nice cosy place! Yummy food!
Asma butt, 5 stars ,Aftari was outstanding. Awesome food.
Tahreem Zafar, 5 stars ,Absolutely loved it ..... The food is ammmmaaazinnnggg ...
Asif Kazmi, 5 stars ,Tasty and delicious food. Good service.
Aan Qureshi, 4 stars ,"Consistently good food, service isn't too bad"
Hamza Ikram, 3 stars ,"Can be hit and miss, both quality of food as well as service."
Mustafa Alam, 5 stars ,Went there for coffee. Espresso in an autumn evening is great.
Wali Malik, 5 stars ,Tasty food and great ambiance
ahmed saqlain, 4 stars ,The Dynamite prawns are a must must have. Other than that a very nice and cosy place to hang out.
Glitter Everywhere, 4 stars ,Poor serving food was late but other wise was awesome loved it didn't give 1 star cuz of poor service and no internet
Fayaz Ahmed, 4 stars ,Nice food quick service
Yasir Sheikh, 5 stars ,Excellent food and service.....
Zeerak Samuel, 5 stars ,"Great service, great food, great ambience. Must visit when in Islamabad."
Listed, 1 star ,Unhygenic and very poor service
Ali jaffery, 3 stars ,"Food is good svc is not, it seems staff needs lessons in courtesy."
faisal saleem, 4 stars ,Very nice place to have a nice variety of dishes
Musadiq Khan, 2 stars ,Had a pretty bad experience few days ago. Meat wasn't fresh.
Naseem Abbasi, 5 stars ,"great experience, one visit can make you ever visitor,variety of delicious food,  beautiful ambiance, friendly staff."
Dildar Qazi, 4 stars ,A nice restaurant with continental dishes..
Ayisha Ayub, 5 stars ,"Everything was delicious. Although overpriced, the food justified it"
Taaha Muddassir Mirza, 4 stars ,"Pricey, but good food. I felt that the sitting area was somewhat small though."
Shahnawaz Chachar, 3 stars ,"They serve good food, I like the taste"
Shahzad Umer, 3 stars ,Place is so nice. Food was ok
Usman Malik, 2 stars ,This is the worst rating I am ever going to give anyone! But they truly had the worst steaks ever possible. Totally tasteless and honestly I would rather have the management buy a dictionary to learn what a damn steak actually means! Have …
Kashif Alam, 4 stars ,very romantic place for quality foods.
Usman Abbasi, 5 stars ,awesome & peaceful place of islamabad ....
Abbas Ali, 5 stars ,Over priced but amazing food
Rehan Khan, 5 stars ,Lovly
mohammad Rafique, 4 stars ,Very nice and good fast food is there
Adil Siddiqi, 4 stars ,Decent Continental food restaurant with a good high tea deal.
Alina Munir, 1 star ,"Stupid, boring vegan options. Didn't like even a bit. I hope they make amendments"
Hasnain Haider, 4 stars ,"Never ever in my life I've had eaten burnt fish but at Street 1 cafe. Nonetheless, the food is good as well as service."
Munawar Iqbal, 4 stars ,I enjoyed the products offered by the cafe.
Afshan Ramzan, 5 stars ,Nice environment and food
Sarosh Hina, 5 stars ,Best place for breakfast or hi-tea
Fawad Khan, 5 stars ,Food is yummy yumms .... One of the best!
Saad Hamid, 5 stars ,Love the food here always
Aamir Khan, 4 stars ,"Nice food, nice ambience, not cheap."
Naeem Qureshi, 5 stars ,Good food. Good service
Amir Dada, 5 stars ,Excellent breakfast as always very nice indeed
talal shujaat, 5 stars ,best cocktails and delicious cuisine...one of the best in Islamabad
Pukhraj Safety Training & Awareness, 5 stars ,Excellent place very good theam
Kamran Shafi, 2 stars ,Very average food and service
Maaz Aziz, 5 stars ,Nutella Toast (y)
Salman Khawar, 5 stars ,"Amazing food, a bit overpriced though. Ambiance is good"
Ali Shams, 5 stars ,good food. best desserts
Usama Raees, 4 stars ,"Good environment, good food, a must come."
Ibrahim Muzammil, 5 stars ,Amazing food and atmosphere
Amer Durrani, 3 stars ,Satisfies the Pakistani continental foodie. Quality varies so be vary.
Nothing Is True Everything is permitted, 5 stars ,Delicious. Would recommend
Timmy Khan, 4 stars ,"Good food, friendly environment"
Talal Ahmed, 5 stars ,Best experience
Fahad Shah, 4 stars ,Great experience 👍
moazam ali, 4 stars ,They are bit expansive
Afan Khan, 5 stars ,"Fine food, great ambiance"
Kanza Khan, 5 stars ,Very good food and service
E K, 3 stars ,Nested inside Kohsar this place offers a lazy retreat and pleasures of people watching.
Adnan Hussain, 5 stars ,Always great food and service
Ayesha Tassaduq, 5 stars ,Great food and ambience
Hassan Raza, 5 stars ,"Loved the atmosphere, it was memorable day. try their mint margretta."
Pir Nadeem, 3 stars ,Quick sip and bite only
Fahad Mahmud Mirza, 5 stars ,Best desserts and Italian food.
Haris, 5 stars ,It's sizzling molten choclate lava❤
Faisal Latif, 4 stars ,Best for coffees
Farwa Imran, 5 stars ,Always love to go there
Muaaz Bhatti, 4 stars ,"Fast-fine dining, one of the best."
faisal anwar, 5 stars ,Awsome place to get fresh & delicious food
Hassaan Anjum, 4 stars ,Nice environment and good food
Naoman Pervaiz, 5 stars ,My favorite
Shahid Iftikhar, 4 stars ,The food is good
Jiya Shah, 5 stars ,V lovly food i really enjoyed it😊
Habib BEAM, 1 star ,"Not a good service and charged three times more. Dirty tables, slow service, and mismanagement"
Ikramullah Khan, 3 stars ,Good ice cream
Skoropian, 5 stars ,Don't know much but awsome
Salman Ashraf, 5 stars ,Delicious and healthy food
zahid ali, 4 stars ,Wonderful place to hangout with friends and family
Mohammad Bokhari, 5 stars ,Awsome.
Asif Ali, 5 stars ,Always good
Admin, 4 stars ,Awesome coffee
Amjad Awan, 4 stars ,Good food...
Musa Bashir Janjua, 5 stars ,Great food but expensive.
Dr Ali, 1 star ,Over rated Over priced.
Taha Ghaznavi, 4 stars ,Great food
Aminah Rasheed, 4 stars ,Keto menu in breakfast :)
marouf bhatti, 3 stars ,Great experience
Hamxa Aly, 4 stars ,Today we found a human hair inside the meal ......
Aqib Maqsood, 5 stars ,Good pasta ....
Sohail Malik, 4 stars ,Nice ambience
Abdullah Yusufzai, 5 stars ,The food is amazing
Salman Khan, 5 stars ,An amazing place to dine in
faizan azeem, 1 star ,Too expensive. .. Quantity is very less
Sardar Zia Nabi, 4 stars ,Good food but expensive and food serving size is too small.
Khurram Adeel, 4 stars ,Excellent to spend a nice breezy evening out.
RizqEhalal Investments, 5 stars ,Very good atmosphere
Ismat Majid, 4 stars ,Good food...great ambience!
Azeem Ullah Qureshi, 5 stars ,Cool place nice place to Hangout
Salman Wisal, 5 stars ,Good place should visit
Waqas Malik, 4 stars ,great food marvellous environment    Deliveryguys Islamabad
Maham Khan, 4 stars ,best coffee place
Dr Alina, 5 stars ,Best cafe in town.
Nafeesa Mughal, 5 stars ,Excellent food quality
Kha Ham, 2 stars ,Not worth the value for money
Rehmat Ullah, 5 stars ,Awesome services
Salman Aslam, 4 stars ,Fine hangout spot.
farhan shahzad, 5 stars ,Nice
bikes love, 5 stars ,Good quality food
Muhammad Ali, 4 stars ,Good place and food
David Kittle, 4 stars ,Food is very good.
Shahzad Qasim, 4 stars ,Good food served
Hamza JAMSHED, 5 stars ,"your money will never waste, trust me!"
Muhammad Siddique, 5 stars ,Tastey
Rai Umar Poonegar, 5 stars ,Good food and good ambience
Abdul Mateen, 4 stars ,Love the food and Atmosphere
Muddassar Malik, 4 stars ,"nice cozy place,"
Zeeshan Agha, 2 stars ,Quality of food and service has significantly deteriorated over the last two years. They need to step up their game if they want to last in this market!
Shaheryar Khan, 4 stars ,Good food.
Mehdi Haider, 4 stars ,Food is ok but the servings are small
Fatimah Junaid, 5 stars ,Good food
Syed Asim, 5 stars ,Loved the dynamite prawns
Attique Ahmed Malik, 4 stars ,Nice  ice cream
Yasser Zubair, 5 stars ,Breakfasts are great
ZunNurain Khalid, 4 stars ,Their mushroom soup is good!
Amama Bushra Jahangir, 4 stars ,Lovely place and the ambiance to enjoy
Sheeraz Ahmed Vlogs, 4 stars ,Best place for tasty dishes.
Mubashir Akram, 5 stars ,Probably the best eatry in Islamabad.
Ikramullah Khan, 3 stars ,Good cakes
Khalid Zia, 5 stars ,My favourite dining place in Islamabad
ZEE WANDERLUST, 4 stars ,Delicious taste
Subbah Sultan, 5 stars ,10-Oct
adeel ahmed, 5 stars ,Nice place good crowd
Abeer Babar, 3 stars ,Good variety
Pakistan Tour Planner Travel Guide, 5 stars ,"Food is good,nice serve food,best for families."
zohaib jadoon, 5 stars ,egg bandit is love
Irfan Nazir, 4 stars ,Good and quick service.
urfi 1, 5 stars ,A new experience in breakfast lovely place
Ahmad Azfaar Siddiqi, 5 stars ,Best
Jameel Niazi, 5 stars ,Located in diplomatic enclave Islamabad
Ali Shams, 4 stars ,Nice place
naveed alam, 4 stars ,excellent  taste.good food
Afaq Khan, 4 stars ,Good breakfast especially the omletes
Muhammad Bilal Ashraf, 5 stars ,Best food
Maheen Shehryar Siddiqui, 3 stars ,Good dessert menu
Aziz Ur Rehman, 5 stars ,Beautiful cafe
Humaira Javed, 5 stars ,Clean and delicious food items
Amjad Jamal, 5 stars ,Good fresh food always
Muhammad Hassaan Tariq, 5 stars ,Delicious...
Farah Sidd, 5 stars ,Always pleasure to visit
Kamran Hassan, 3 stars ,Average at best.
Ahmer Javed, 5 stars ,Amazing food
Pakistan Ki Khubsuruti, 5 stars ,Healthy and costly food
Haroon J Qureshi, 4 stars ,Good
N J, 4 stars ,Good
Farzana Rauf, 5 stars ,Awesome place
Raja Tahir, 5 stars ,Good place
Janita Ilyas, 5 stars ,Excellet
Hassan Foladi, 4 stars ,It was good
WAQAR KHAN, 5 stars ,Beautiful
usman habib, 5 stars ,Very expensive
muzzamil pathan, 5 stars ,club sandwich must try
Moen ud din abuubedah, 5 stars ,Best Cafe
Sam's Channel, 5 stars ,Good place
Khizer Hayyat, 5 stars ,Nice. Cafe
Muhammad Aftab, 5 stars ,Good
Hassan Tariq, 4 stars ,Good food
Mazhar Arshad, 5 stars ,Great food
Emir, 5 stars ,Lively place
Naima Athar, 5 stars ,Its good
Waleed Qasim, 4 stars ,Good place to be at
saba nuzhat, 1 star ,very expensive ..not worthy
Ahsan Jamil, 3 stars ,So so
Arshad Latif, 3 stars ,Atmosphere was pleasing
Imran Zaheer, 1 star ,Poor Restaurant Manager
Mumtaz brawa.Ghursay Mumtaz Ali, 1 star ,Mz
Muzammil Rasheed, 5 stars ,Best Cafe in the town
Muhammad Sohail, 4 stars ,Good
Jimmi David, 5 stars ,Nice cozy place
