Name,Rating,Comments,Sentiment
Shoaib, 5 stars ,You can satisfy your hunger in only 170 rupees. Very economical restaurant,Positive
Mudassar Iqbal, 5 stars ,Savour savour hai! ,Neutral
Wolf Studio, 5 stars ,"Savour Food.. We all want to eat something tasty and cheap in high class restaurants then why not go to there. Savour food has its own class due to the service, taste and Cleanness. If you ever go there don't forget to eat the most famous dish there : Palao",Positive
UsMaN Manzoor, 5 stars ,Rooftop to enjoy weather. Taste lovely,Positive
Zirwa imran, 3 stars ,Taste is average and rates are high but good enviroment for family quick service,Positive
Noor almas, 1 star ,The food quality is very low.,Neutral
Ketchup Monster, 3 stars ,Good Environment and price value. Ample staff and a quick service is a huge plus point.,Positive
Muhammad Hassan, 5 stars ,I love this place because of its quality and taste it has a traditional taste,Positive
ali khalid, 5 stars ,Best taste ever at Savor food. Savor food is serving high quality and quantity in very reasonable price. No double. Very delicious and taste at Savor food. Much better than Islamabad and pindi's savor. They have 2 branches in Lahore. One is near by shama metro bus station. Second is at near lakshmi chock. Must try Savor food.,Positive
Hashim Ikram, 5 stars ,"excellent experience, quality food, staff behievior is very friendly and understanding",Positive
Nofal Jamal, 5 stars ,"Excellent food and environment. Chicken menu, Firni & Ice cream",Positive
Zeeshan Afzal, 4 stars ,A peaceful environment... Good time spending place... Good Service... Khana bhi theek hai...!!!,Positive
Sohail Muzammil, 5 stars ,"Always great reasonably priced good food. Can't go wrong with Savour if in the mood for rice, chicken & kabab!",Positive
Muhammad Hassan, 4 stars ,"Spacious, clean and good food but variety is very limited. Car parking is available. Staff is also good. Prices are very reasonable maybe cause they are just starting off but nevertheless good for consumers.",Positive
Sehrish Khan, 5 stars ,"Though, i don’t like Savour Food but for their food lovers its good to have a Branch here in Lahore.",Positive
Muhammad Naveed Akram, 5 stars ,nice place to eat brayani and palao,Positive
Usman Sherwani, 3 stars ,Just an average place with average taste. Their half litre ice cream is affordable and they give free topping on demand with 6 different scoops of ice cream just in 200. Taste is just normal nothing special.,Positive
Faizan Ahmad, 5 stars ,Good place for pulao. Their pulao taste is good.,Positive
Zohaib Hassan Shaikh, 5 stars ,"Speciality of this place is Chicken Pulao (Rice) with Shami Kabab. DELICIOUS and must try!! Family friendly, neat and clean dining.",Positive
M Hassan Raza, 5 stars ,Best place at reasonable price. For Family and friends.,Positive
Sohaib Ahmad Bhatti, 5 stars ,As always same taste. Same quality and same quantity. I love Savour food items always cooked fresh food to serve.,Positive
Muhammad Qasid, 5 stars ,Famous for kabab pulao and other varieties of cooked rice,Positive
Nouman Alvi, 3 stars ,Aroma was nice but taste was little bit change and the service was not upto mark,Positive
usman abbasi, 5 stars ,"Savour foods is the best resturent i have visited. It has a best and clean environment. Almost everyone comes here to eat rice becaues rice are so tasty and available in suitable price. Its sweet, kheer and ice cream is also good.",Positive
SooperBoyz2, 5 stars ,"Good food very good service, reasonable price",Positive
IKRAM ABID, 5 stars ,Nice and affordable. Very good Professional staff,Positive
میاں اعظم عظیم, 4 stars ,Palao taste is amazing...i did really enjoy with friends,Positive
Muhammad Osama, 5 stars ,Best food quality along with good ambiance.,Positive
qasim jaffery, 5 stars ,Best place to eat plao they have cooperative staff at the service,Positive
Gasht Mali, 5 stars ,The best chicken & shami rice ever. Highly recommended!,Positive
Farhan Jalil, 5 stars ,"Awesome location, quite place, great service. The place is usually crowded but you can enjoy the awesome experience. Separate family area accessible by lift and stairs is also available. It is a nice place to hangout with family and friends.",Positive
Rana Ahmmi, 4 stars ,Good place for eat rice other things teste normal,Positive
Moeez Afzal, 3 stars ,It was ok but i don't like outdoor eating ,Positive
Arif Mahmood, 5 stars ,Good food and efficient service. Cleanliness of dining halls is added quality,Positive
Muhammad Haris Habib, 4 stars ,Food quality and ambiance is good taste is avg but its their own taste and if anyone loves thts ok,Positive
Hamza Joyia, 4 stars ,Good environment and economical restaurant to visit with family. Elevators and Air conditioning system is also fine. It also possesses large parking area on the road.,Positive
J. Younas, 4 stars ,"Service quality is better than Rawalpindi / Islamabad. RWP/ISB usually ""batameez"" and not cooperative.",Positive
hafiz shehroz Ali, 5 stars ,Good for taste and quality along with value for money,Positive
TravelSpot Lahore, 4 stars ,Good Taste ... Pulao Specialist,Positive
ÑÅbèél Hąįđəř, 4 stars ,"Awesome food. Great view, and best service, I will jot ask you to try the Cocktail , because it's more like a cold water just with Gas in it. Otherwise the food is not as good as Islamabad restaurant  but it is great than any other in the town.",Positive
ahmed shahbaz, 5 stars ,Amazing taste at a affordable price and lota of variety and Service 10/10 Taste 10/10 Ambiance 10/10,Positive
Muhammad AbdulRafay, 5 stars ,Awesome experience. Great taste! Loved that place.,Positive
dr.sarah ali, 5 stars ,Love the place love pulao kabab my all time favorite,Positive
Digital Majid, 5 stars ,Very very economical and good place to eat with friends and family. It was my first visit to this place and i really liked the environment and cooperative staff.,Positive
Ch. Hamid Raza, 5 stars ,Nice and tasty food and delicious ice cream. nice place for a family,Positive
Usman Mahmood, 5 stars ,Enjoying Savour Foods for 15 years. Same delicious taste and reasonable price with wonderful services. Keep rocking savour foods.,Positive
persona mughal, 5 stars ,Unique and scrumptious pulao of it's kind. The place of rice pulao. Fast food etc,Positive
Punjabi, 4 stars ,Best pulao in Lahore now. same good old taste. I remember those days when i was the student of Gordon College Rawalpindi and most of time our lunch was the delicious pulao at savour food Gordon College road Rawalpindi. I recommend all of …,Positive
AS Creator, 5 stars ,Supper places and food Zinger burger best Mints drink best Biryani best,Positive
Mian Gee, 4 stars ,Its an ausome plce but there on savour we are facing mobile connectivity problem bcz of camp jail,Negative
Salal Baig, 4 stars ,"Food quality ,staff behaviour and atmosphere is good .",Positive
Muhammad Arshad, 2 stars ,GOOD STANDARD MAINTAINED. Today Rice platter wasn't steamy...,Positive
shoaib shaibi, 4 stars ,best rice plate with kebabs and chicken piece in affordable price..a try must for everyone..,Positive
Muhammad Jahanzaib, 3 stars ,Seating and environment is good but food quality is average. Rates are moderate as well. Good for big family and friends gathering.,Positive
Amir Bilal, 5 stars ,Excellent food. Same taste as in Islamabad. Really glad that we finally have it in Lahore.,Positive
M. R. DANISH, 5 stars ,Nice Place. Clean and Tidy.  Most of all Taste and Price are Great.,Positive
Umair Hussain, 5 stars ,Best place for quality food and fair price.. food quality is owsm.. and prices are too low that any one can afford this best place for food.. Highly recommended..... ,Positive
Muhammad Mudassar Niaz, 5 stars ,Good food in economic price. Good place for families as well. Recommended ,Positive
Abdur Rauf, 5 stars ,Very beautiful and delicious rice foods at very low prices. I suggest you all to visit this once.,Positive
Muhammad Younas Waseem, 4 stars ,Good service both for dine in and take away. Food quality is also remarkably fine.,Positive
Food and travel Pakistan by Asad, 4 stars ,Good place for low budget foodies. Taste wise reasonable,Positive
Muhammad Asim, 5 stars ,From taste to ambiance everything is amazing.,Positive
Muhammad Yousaf, 5 stars ,Good Envoirment Good service and also with fresh and light foods.,Positive
usama chishty, 5 stars ,It is a very good place for pulao kibab yiu have to go there and check yourself,Positive
Musa Mughal, 5 stars ,Good quality food in reasonable price..  Highly recommended ,Positive
Ahmad Alam, 5 stars ,Awesome pulso Best of the best,Positive
Muhammad ijaz, 5 stars ,What a delicious taste they have,Positive
Qamar Bhatti, 5 stars ,Good economical palao. Don't try anything else.,Positive
Asad and Jalal, 5 stars ,God fearing owners. Heard a lot good about them. People should give alms to these people too as they may put it in the right place. Love for Savour Foods. Best pulao ever,Positive
Nawab Zada, 5 stars ,Feroozpur road campus jial,Neutral
AS Online Store, 5 stars ,Very good food and good dining thank you,Positive
Ammar Yasir, 3 stars ,Not visited yet . But as i hair it's good food point,Positive
Kamran Jabbar, 5 stars ,Nice place. Taste same as Islamabad Savour Foods. Little issue regarding car parking. Bike parking is fine. Rates are reasonable for all items.,Positive
Muhammad Awais Khalid, 5 stars ,Always love to be here.. Delicious..,Positive
asad ali, 4 stars ,The place where you can eat properly and its makes your belly completely filled. Good service. I like the most chicken rice with salad.,Positive
Sajid Qureshi, 5 stars ,Food ambiance service all are exceptional and economical too. Good place to eat,Positive
Badal Baloch, 4 stars ,Best place for dine in with diff varieties of pulao and desserts too,Positive
Abdul Mateen, 4 stars ,"It was good, nice ambient and economical food",Positive
Fareed Ahmad, 5 stars ,Its a very good place to eat a good quality food. The services are also very good and food is also pretty good,Positive
Mohammed Rauf, 4 stars ,Food was good. Will definitely come back,Positive
Ahsan Waseem, 4 stars ,One of the best meals you can have for that price. They offer unlimited Rice as well. It is also good for gathering of 30-40 people like office outings and all at a great price.,Positive
yasir ali, 5 stars ,It is the best... I love the chicken pulao... It's so fresh n tasty... Yummy,Positive
Waqas Ahmed Moon, 5 stars ,Amazing service Same as it is in islamabad have dinnin and take away several times that was the necessity of lahore,Positive
Fashion Secrets, 5 stars ,Great taste as Islamabad and Rawalpindi branches have,Positive
Mellow Nature, 4 stars ,"It's the best food option when it comes to hygiene, taste and value for money. They serve the best food in affordable price. Ambience is good. Service is quick. But I feel their managers are a bit rude. Its located near jail and there are …",Positive
Muhammmad Farhan Arshad, 4 stars ,They used to be my favorite dine in place to sooth the rice cravings. But now they have started to ruin all by increasing the rates too much still a good place for family and friends to enjoy rice obviously,Positive
Ahmad Moiz 008, 4 stars ,"Everything is okay... Just make one wall in front of ""naala""... It stinks too much...",Negative
Muhammad Asif, 5 stars ,It is very good place.. a have a lot of enjoy,Positive
Muhammad Zaheer, 1 star ,Couldn't compete isb. Savour.,Neutral
Zahid Soofi, 3 stars ,Average food quality vs price,Neutral
AMMK, 4 stars ,"Savour foods, for the price this is one of the best places, low prices and quality food. The employees are cooperating and the quality of food is great. If you're looking for somewhere cheap to eat then this is the best bang for buck.",Positive
shah syeda, 5 stars ,Very lovely place for faimly in minimum budget staff is v cooperative,Positive
Sohail Anjum, 5 stars ,Economical and delicious food in pleasant and well managed environment.,Positive
YaSiR kHaÑ, 1 star ,it was very bad..i feel not good,Negative
Syed Jawad Hasan Kazmi, 5 stars ,"If you want to eat Pulao Rice, this is the best place to come without any doubt",Neutral
Sheikh Asif ali, 5 stars ,"best quality food ,especially rice ticky",Positive
Saqib Saeed, 5 stars ,Best food in very less price,Positive
Muhammad Asim Sohaib, 5 stars ,Beautiful place to eat with family...nice staff,Positive
Liaqat Ali, 5 stars ,"Good food, best place to spend time with friends",Positive
Amnah Amjad, 5 stars ,Wonderful experience with family....,Positive
Shahid Jamal, 4 stars ,Very nice place with appropriate price and sitting.,Positive
Ahmed Sameer Khan, 3 stars ,"The taste is nothing special, but the quality is good.",Neutral
amera khan, 5 stars ,"What an experience such a balue for money. Rahther it is more than value for money. Neat and clean environment, very tasty food, served very promptly and hot. I must say it should be tried. Affordable for students. I give it full rating.",Positive
ali altaf, 5 stars ,Good food in covid time decent outdoor managed,Positive
Saim Bukhari, 4 stars ,Savour food is very papulated neat and clean and very rich quality food products...this firm is related islamic contributed. I love savour food rice,Positive
Rizwan Akbar, 5 stars ,A best place to eat rice items,Positive
Umair Arshad, 5 stars ,I am loving it     ,Positive
Abdul Moeed, 4 stars ,Not a very good taste. Okay service. Okay seating. But to be honest they are worth the money we pay. It's cheaper than most and what's even more joyful is the fact that they donate some portion of their earnings. I don't want to mention wrong values but I am sure they do donate.  I urge our people to surely eat from there too and be a part of something bigger than yourself.,Positive
Abu Zarrar, 5 stars ,Taste 5 star Service 5 star Price 5 star,Neutral
Shoaib Ghani, 5 stars ,Such a good and fast service ,Positive
Asad Ali Khan, 3 stars ,"Dropping quality and quantity at same time, i miss the old days ",Negative
Shiza Saeed, 5 stars ,So so soooo gooodd. Clean environment. Reasonable prices plus taste was so good  ,Positive
Shahzad Khalid, 4 stars ,Taste is good but getting expensive day by day,Neutral
adil shakeel, 5 stars ,Pulao kabab too tasty,Neutral
khanstraders pk, 5 stars ,Good Quality Best Service,Positive
Asad Abbas, 5 stars ,Best Pulao in the town,Positive
Ammar Naeem, 1 star ,"Avarage taste, not even near to the quality and taste being provided by original savour in ISB...",Neutral
malik Irfan, 5 stars ,The food served here is very delious. Its shami rice are very special.every one is willing to have it and to enjoy it.the best thing is it has fast delivery of food on tables.No matter how many people are waiting to find a table to sit but …,Positive
Mr Status, 5 stars ,Affordable price and heavy meals! Also good place for family to enjoy.,Positive
zeshan zahoor, 5 stars ,"Good taste, fine quality and too heavy on pocket",Positive
M. Hamza, 5 stars ,Savour deserves 5 star. Service is exceptionally good. Lahore branch has a different taste as compared to rwp/isb. Although it’s great to have it here. Food is not exactly the same as its in isb. A little spicy though. Overall great place. Cheap and value for money.,Positive
Mudassar Ahmad, 5 stars ,The food was the food was delicious and amazing,Positive
USAMA NAZIR, 5 stars ,best pulao in lahore 10/10,Positive
Arslan Afzal, 4 stars ,"It's a good place to visit alone or with your family, taste was good and service was quick, so it was a good visit over all :)",Positive
Ashfaq Dilawar, 5 stars ,Its show beauty of nature,Positive
informative channel, 5 stars ,Best pulao of pakistan,Positive
Ahmad Hassan, 3 stars ,They have not the same taste of rice as it was once before.,Neutral
Tayyab Janjua, 5 stars ,"Nice pulao, customer since it's inception in rawalpindi",Positive
Bilal Pasha, 5 stars ,I like the food. I had visited it before lockdown many times but this time when i went their i food the rice more tasty and spicy. Over all the experiance was good. I suggest u if u want to eat pulao its betyer to order one roast with ur meal to make ot more tasty.,Positive
Ali Imran, 5 stars ,Always happy with Savour's taste and quality ,Positive
Zain Ansari, 3 stars ,There is nice food but poor location,Neutral
MAK, 3 stars ,"Saver food is a great place for high quality, and inexpensive mainly rice  made cousins. The staff were quick to respond but some communication problems on several occasions. Though you will be paid extra for parking which is a downside. Overall the taste of all items on the menu we're tasty.",Positive
Amish Chaudhary, 5 stars ,Good food good servic good place,Positive
Bisma Sheikh, 4 stars ,Best place to enjoy plao but there are some signals issue ...,Positive
Farhan Langove, 3 stars ,The services savour provides is not uo to the mark.,Neutral
Farhan Shah, 5 stars ,Great place nice food good taste and management,Positive
Muhammad Adeel Anjum, 3 stars ,"After long time we tasted their special super rice with chicken and shami but this time in Lahore. Honestly speaking this time they didn't impressed us. Dont know the real reason but I'm guessing they are not focusing only on rice, now they …",Positive
Balraj Sheetak, 5 stars ,Place has beautiful ambience and interior. Food is awesome and portion is good. Staff is very courteous and friendly. Atmosphere is cozy and comfortable. Hospitality is warm and friendly. Price is affordable. Good place to go with family and friends. Recommended,Positive
Nomi King, 5 stars ,I spent beautiful time in that place on the day of my birthday with my friends......sitting area is decent...,Positive
Ziva Samuel, 5 stars ,"Economical,Fresh and best food. Quatity is enough for one two Persons sometimes",Positive
Adnan Ali, 4 stars ,Taste is not bad while not to the standard as compared to Islamabad branches,Negative
Eshan Muneer, 4 stars ,The foodcourt concept is a bit new in Lahore. This franchise has its beginning in Islamabad. Savour foods is a great addition  to food scene of Lahore alas at a very wrong location opposite Lahore central jail's east side . Open sewage …,Neutral
Umair Mansha, 4 stars ,Great food but service can be improved.,Positive
rana kashif, 4 stars ,"Very delicious food, good staff and economical.",Positive
Business Lovers, 5 stars ,"Most economical price most best quality of food here. The savor food brand is initiated from the capital city of Pakistan i.e. Islamabad. After getting popularity the savor food is now available in Rawalpindi and Lahore. If you visit the savor food don't forget to eat zarda, kheer and palao and their chill coke. Thank you",Positive
Muhammad Amir Raza, 5 stars ,"A reasonable, in terms of price and quality, foody point.",Positive
Ahsan Farooqui, 4 stars ,Excellent place. Only take away option is available nowadays. Very rushy restaurant.,Positive
Maarij Gujjar, 5 stars ,Same good taste as always.,Positive
Waqar Anjum, 4 stars ,Nyc place nd taste,Neutral
MODERN SKILLS, 5 stars ,Fantastic food . I just love it,Positive
Ali Jahan Zaib, 5 stars ,Awesome food quality and cool place.,Positive
Wasim Akram, 5 stars ,Good Food savour,Positive
Abid Aziz, 5 stars ,Best rice dishes in Pakistan. Very spacious nice building to dine in. Their ice-cream is the most delicious in Lahore. Very hygienic environment.,Positive
Syed Faizan Ali Shah, 5 stars ,Nice sitting and good taste.,Positive
Muhammad Islam, 5 stars ,"It is a nice and ecnomical place to eat, sit and chat. Taste is nice and hygienic environment. Moderate temperature and a pleasant sense of lighting and interior",Positive
Malik, 4 stars ,"services arr okay food is tasty, they are using clean and desi things on request. Liked them and also enjoyed too much",Positive
zaheer akhtar, 5 stars ,Persistently same taste as it was at thier mother branch...great service...,Positive
Rizwan Tariq, 5 stars ,Awesome like Always...quality Food with very nice and neat service. And staff is very friendly. I have been visiting this place for several years regularly on weekly basis..... Highly recommended....,Positive
muhammad naveed Shahid, 5 stars ,Good Food ..nice taste and hygenic enviroment.,Positive
Eagle Eye, 4 stars ,They have nice food in average price,Positive
Ahmad Chohan, 3 stars ,ok for halki phulki bhookh mai not a thing to specailly eat,Positive
Waqar Ahmad Madni, 4 stars ,Food was fine as compare to the price. No temperature control system as it was extensive cold in side when I visited at the end of December 2019. The manager whom I met for some reason was not well mannered and treating people and staff as a typical manager of a third class restaurant.,Positive
Mohsan Raza, 4 stars ,If you are rice lover then its best place.. Chicken roast also,Positive
Sumbul Azeem, 3 stars ,The taste was not as good as that of Savour at ISLAMABAD AND RAWALPINDI. interior  was so conjusted. However  a good place place to eat pulao and fast food at reasonable rates.,Positive
Imran Saeed, 4 stars ,Good rice palao,Positive
nouman abbas, 4 stars ,"This is an old and very famous restaurant for its chicken pulao from twin cities Rawalpindi and Islamabad. I used to eat there. Its serves tasty chicken pulao. Now its open in Lahore from several months and they also serve zinger type burers and fried chicken. Other foods are shami kabab, chicken roast, zarda, kheer and ice cream etc. I tried thier ice cream today. Kulfa and pista flvours. The ice cream was average. They have very big halls for men alone and seperate halls for families. Over all I like the place.",Positive
Syed Muhammad Ammar, 1 star ,Cheap food and without taste. Dont waste your money,Negative
Abdullah Ejaz, 1 star ,Normal/average taste not spices and costly.and small chicken 290 pkr,Neutral
Asadullah Khan, 5 stars ,I love this place. It's have a number of more dishes and also more fun.,Positive
Hamza Imran, 5 stars ,Very tasty rice and other food also,Neutral
Usman Haider, 5 stars ,The best quality and cheapest rice are available here. Taste is always the same one. And the best thing is that you can eat more quantity in lower price. Sitting arrangements are very nice and cleanliness is better than most of the other restaurants.,Positive
Asif AlI, 5 stars ,Nice place for food item chicken palao ice cream drinks and much more,Positive
Asif Javed, 1 star ,Poor coffee. They dont know how to make coffee,Negative
ZOYA gill, 5 stars ,I love silver food is very delicious,Positive
Vasiq Eqbal, 3 stars ,A good place for a quick and economical bite.,Positive
Arqam Khawar, 5 stars ,The place is good .food is great.rice are their speciality,Positive
Rana Ahmed Mahmood, 5 stars ,Best kheer here,Positive
kitchen Artist, 5 stars ,It's to much delicious ,Positive
Ahmed Kamal, 4 stars ,Taste was good but not good as usual. I feel they reduced the quantity as well.,Positive
D for Dubai, 4 stars ,Excellent  Service and Quality Food.,Positive
Dr. Rizwana Samrin, 4 stars ,Very nice ambiance. Pulao is tasty and ice creams are also delicious. Service is super fast and cleanliness is appreciateable!!!,Positive
malik adnan, 5 stars ,Very delicious and tasty point ,Positive
Hasnat Ahmad, 5 stars ,tasty foods item's available normal price..but not credits cards facility...only cash payment method..,Positive
GUL shavez, 5 stars ,Decreases the quantaty. Now seems little expensive now.,Negative
Irfan Sarwar, 5 stars ,Economical food with good sitting arrangement for Single to medium parties.,Positive
Fun times with M Ayan, 4 stars ,Good place for economic and tasty food,Positive
Ali Raza, 4 stars ,Atm also available there. And their pulao and ice cream is really nice. Service is little slow for any other dish then pulao,Positive
Hifza Islam, 3 stars ,Food was just good not too much,Positive
Fawaad Butt, 4 stars ,Best Quality Food n servises ,Positive
woony woodie, 5 stars ,"Very nice rice palaoo,",Positive
Dr Asad Bodla, 5 stars ,"well furnished and fresh every food ,service very Good",Positive
Muhammad Amir Ejaz, 5 stars ,Environment was very good. Food quality was awesome. Prices were mediocre.,Positive
MISS RABEEL, 5 stars ,Food is good Staff s ill-mannered No serve training,Neutral
Sakhawat Ali, 3 stars ,-Delightful ambiance -Average food quality(i only tried Pulao) -Reasonable price -Uncomfortable chair(feels like you are sitting on a stool).,Positive
haider Cheema, 5 stars ,Butt acha taste,Neutral
Bia Butt123, 5 stars ,Its lovly place .. Good service...,Positive
Usman Mushtaq, 5 stars ,Good food n economical. Recommended.,Positive
Muhammad Aatif Hussain, 4 stars ,"Food was fresh, ambiance was okay. Its a good place for quick bite. Rest room was okay. Its parking has tickets, which shouldn't be. Good for family, group and individuals.",Positive
Waqas Khalid, 2 stars ,"3rd class rice, out dated shami, no service..... Strongly disagree with services and food quality....",Negative
sharjeel imtiaz, 4 stars ,A better place to eat good Rice,Positive
Hadayatullah Hubisch, 5 stars ,"Nice, clean, economical & excellent place to dine in with consistent taste.",Positive
kashif munir, 5 stars ,An amazing place to eat hygienic food of different variety.,Positive
Sheraz Sohail Awan, 5 stars ,Always loved the taste of Savour Palao,Positive
Arif HUSSAIN, 4 stars ,Very good food but no parking,Positive
Abdullah Khan, 4 stars ,Very nice and clean environment. Food quality is also good.,Positive
Ayesha Azhar, 5 stars ,Excellent food in reasonable rates.,Positive
Uneeb Khan, 5 stars ,The food was great and the ambiance was awesome specially for families rest service was good as well,Positive
Bilal Ahsan Ch, 4 stars ,"Chicken Pulao is awesome Dish, lot of Verities of rice. Even sweet dishes also, best option",Positive
Ali Nawaz, 5 stars ,Sevour food for those who cannot effort expensive hotels,Negative
Abdul Raheem, 5 stars ,The traditional pulao with really good taste and recipe..most important the economical rates,Positive
Muhammad Kashif Amin, 5 stars ,Great Ambiance very fresh food hot served,Positive
Muhammad Amjad, 3 stars ,Only rice served.  No other dish available,Positive
Rizwan Khalil, 2 stars ,Poor taste. Dry rice. Not a good value for money,Neutral
ameena zafr, 2 stars ,We ordered Famous rice that was tasteless. Worst experience ever,Negative
Shahid Yousuf Khan, 5 stars ,Good quality of foods and services.,Positive
Irfan Rasheed, 4 stars ,Sitting best but taste is normal,Positive
Aasim Mukhtar, 5 stars ,"Nice ambience, excellent quality of food and good taste in a very reasonable price range.",Positive
adeel deta, 5 stars ,Same taste as in Rawalpindi and ISLAMABAD,Neutral
Guroo Vlogs, 5 stars ,"Tasted Savour for the first time in Blue Area, Islamabad. Taste, I would say, is almost the same. They offer hefty quantity of rice in single person serving. Taste and food quality is too good. Also the ice cream they make and serve is also …",Neutral
Osama Malik, 4 stars ,Nice ambiance and good taste,Positive
Waqar Khanzada, 4 stars ,Nice place with healthy enviroment. Recomended for rice lovers.,Positive
Ahmad Nabeel, 5 stars ,Good sitting plan in less budget,Positive
Ali Raza, 4 stars ,Ordered from my car and received food in car too. Good service during lock down. Only drawback is mobile signals are not good in the area where savour foods is situated.,Positive
Faizan Ahmad, 5 stars ,"Lots of parking, nice air-conditioned interior, quick service, economical food. Good to visit with family.",Positive
Eshal Malik, 5 stars ,Pilau is extraordinarily tasty! And kebab boosts its taste to another level! It is a family place. And you can eat here not only pilau but other desi foods and burgers and sandwiches as well. They also serve desserts.,Positive
Zeshan Mumtaz, 5 stars ,"Place is amazing with hygienic environment. They are serving pulao at the best, regarding taste. Take away orders are also delicious even after 2 hours of travel  Place has a lot to present you . Nice seating, place to visit with friends and family.",Positive
Sultan MS, 5 stars ,Quality foods in the city. Highly recommended.,Positive
Osman Mughal, 4 stars ,Environment. 9/10 Taste 7/10 Quality 7/10 Quantity 9/10,Neutral
Muhammad Amer, 3 stars ,good taste & economical rates,Positive
Hussain Naqvi, 4 stars ,Awesome palou,Positive
Hanif Masi, 4 stars ,The place eat something when you feel very hungry,Negative
Aamir Iqbal, 5 stars ,Famous food chains,Positive
Shan Shah, 4 stars ,"Best place specially for Rice lovers, ice cream and etc. Quality and quantity both are best there.",Positive
Shahzaib Hayat Khan, 5 stars ,Perfect taste and hygenic food in budget. Their rice  pakcages are good. You can get it delivered via foodpanda or cheetay.pk too. for traveleres it is recommended to get box packing as that keeps it warm and fresh for atleast 5/6 hours. …,Positive
Muhammad Dawood, 5 stars ,Very good  and economical place.  Very tasty,Positive
Nabeel Ahmad Khan, 3 stars ,Food is good. Waiter's are non professional.,Positive
Saqib Awan, 4 stars ,Good Like One suggestion improve counties,Positive
Ahmad Malik, 5 stars ,"The experience was good, all over environment food and customer satisfaction was great enough ",Positive
Enter-mation, 4 stars ,Very nice wings bucket is very tasty and economical,Positive
M.Hamza Aziz, 5 stars ,Pulao with mint margrita,Neutral
Ahsan Mian, 5 stars ,"Best Food Chain as per my liking. Food is super tasty, Service is good and Prices are extremely convenient. Only thing which someone may feel teoublesome is that there are too many people like me who like their Food and the Place is always full of people.",Positive
zaighum malik, 4 stars ,It is best food point in lahore for peoples and quality of food is good,Positive
Arslaan Hafeez, 5 stars ,Quality of Rice is superb. Good atmosphere,Positive
Abdulrahman Cheema, 5 stars ,Delicious plao.. Loved it,Positive
Zainulabideen Butt, 4 stars ,their todays special. pinacholada and mint margarita are the best.,Positive
Sobhan Mumtaz, 5 stars ,Kind of pulao. No parallel in Lahore and many countries.,Positive
Hassan Khawaja, 4 stars ,"Excellent quantity, good taste.",Positive
Nabeel Ahmed, 5 stars ,Food quality is better in low price,Positive
MUHAMMAD SHAHZAD, 5 stars ,"Savour Foods Lahore mery hisab sy tamam achay Restaurants men sab sy munasib price wala Restaurant hai... Shyd friends parties k lye, family functions k lye ur khas kar BF, GF Dinners k lye to boht hi ziada munasib Order service boht kamal ki hai Kitchen kitna acha ur clean hai ye to Food Authority waly hi bta sakty hyn par dishes zaiqadar hyn",Positive
ahmad bilal Faisal, 3 stars ,Great place & food but they don’t give spoons-to eat when you buy parcels in bags. Strange.,Neutral
Aamir Abro, 5 stars ,Love the pulao always try to have some when ever I am in the city. And Savour pulao unlike biryani has a subtle taste and one has to develop a taste for it.,Positive
Fahad Nadeem, 5 stars ,Nice Service .. cheap and affordable rates,Positive
Muhammad Shoaib, 5 stars ,"Fresh food, food quantity and quality is good.Serving excellent. due to Covid seating area is outside the building.Customer is enjoying lunch at Savour Food.",Positive
Randomly Manner, 3 stars ,enviornment is good but food quality is not good pulao look like so old and cold taste is not better here,Positive
Aftab Jajja, 5 stars ,It was so delicious and economical,Positive
Madeeha Chaudhry, 4 stars ,Nice food but do not have option to pay by card.,Positive
Asad Pasha, 5 stars ,That's was amazing ,Positive
Sameem Shabbir, 4 stars ,Nice place an budgeted menu,Positive
Nazim Mughal, 4 stars ,It was good but not extraordinary...,Positive
Sami Awan, 4 stars ,Good place  but some  time taste is not as good,Positive
Qazi Tahseen, 5 stars ,Excellent quality and caring.,Positive
Waleed Riaz, 5 stars ,Environment and food quality is very good.,Positive
Waqas Shahid, 4 stars ,Pulao is good,Positive
Umar Choudhary, 4 stars ,"I have always been in love with this place because of its ambience, interior and well mannered staff. Moreover the quantity of food with respect to price is quite reasonable. Highly recommended ",Positive
Engineering Zone, 5 stars ,love their broast n rice,Positive
Ansar Ayub, 3 stars ,"Average food, great ambience & cheap for budget. Overall experience was good.",Positive
Sheharyar Shahid, 2 stars ,Interior was awesome but food was too much salty and I didn't like desert as well.,Positive
Shahid Naeem Rind, 5 stars ,Experience best pulao at savour foods,Positive
khawaja mobile, 5 stars ,No doubt its the best n my fav,Positive
Asad Ullah, 5 stars ,"Mdcat compaign 2019 all dear of jips University, then lunch there. But extra sitting payment bad this place",Negative
Salman Aslam, 5 stars ,Savor best taste in pakistan,Positive
Asad Nawaz, 1 star ,"Ambiance is good but when it comes to food taste, that's tasteless...",Neutral
Khubaib Akbar, 5 stars ,Good food nice service affordable price,Positive
Ahmad Ali, 3 stars ,Good place but food taste normal,Positive
Amara Kiran, 5 stars ,They have great taste and services,Positive
Hidayat Ullah, 5 stars ,It's awesome place for foods,Positive
Al Kabeer Associates, 4 stars ,Good taste and very economy rates..,Positive
usama shakeel, 5 stars ,"Price is attractive, environment and service is remarkable.",Positive
Gul Saddam, 3 stars ,Food was ok not Soo good,Positive
shiraz butt, 5 stars ,Excellent food with suitable price,Positive
Kaneez Fatima, 5 stars ,Good Food. Really love its ice cream ,Positive
