Name,Rating,Comments,Sentiment
Muhammad Shafi, 5 stars ,Absolutely fantastic place to enjoy with family and friends. One can spend some relaxing and lovely moments here.,Positive
Tony Malik, 5 stars ,"Not much to say the place,food and staff can't beat it. The brunch was great with outstanding service, valet parking . Live stations for prattaz, nanz, purees and waffle  pancakes  adds a great flavor to your brunch. Tea is bit on a downside only if you like strong tea can go longway for you.",Positive
The Malik, 5 stars ,"On our short visit to Islamabad our friends took us to Monal. At first glance the magnitude of massive dining area mesmerise you and you completely discount long waiting time that otherwise you would never stand for. Word of advice always advance book your table which we skipped due to short and very unplanned visit. The venue and hill top view itself is a treat and anything that pleases your taste buds after that is a bonus. Having said that they did not disappoint us with the standard of food they serve. Top rating for their mixed grill platter, lamb korma, chicken karahi and few other delicacies won our heart as well.  I’m all in to visit Monal again but this time I’m defiantly going to book a table in advance... lesson learnt   Subjection : they should start online booking facility to simplify the process. Also include car registration for parking allotment while booking online.",Positive
Ruttie Jinnah, 4 stars ,"The location is just beautiful. Ambiance is also good. But the place getting over crowded. Moreover, the taste is just pathetic. I doubt if they serve fresh food. Moreover the prices are too high. They are around 250% high with compromised taste.. the 17% GST is not inclusive in the prices. The staff is also not cooperative. However, if you want to pay like you are having your meal at a 5 star hotel, with the staff behaviour like a 1 star. You can visit there for food. If you only want to visit the place, that is a good choice because the view from the restaurant is just breathtakingly beautiful.",Positive
Dusty Dimples, 5 stars ,beautiful restaurant with a stunning view,Positive
Adeel Ahmed Khan, 4 stars ,A good family restaurant to dine in. Quantity is sufficient. A very nice view. Courteous staff.  The taste however have declined since I had it last year in October 2019.  Better maintain the taste to maintain the brand name.,Positive
man from Pakistan, 5 stars ,Food and service is good and also nice view but 9 km away from city,Positive
MDA Scheme One News, 5 stars ,Best place of Islamabad full view whole Islamabad from Monal,Positive
Aamir Sohail KmAs, 5 stars ,"The Monal Islamabad is located on a very beautiful location, eye catching views, Menu is best, I can rate it 9 out of 10, food is very delicious, a little bit expensive but expenditure meets the food standard. Nothing more to say, but The Monal Islamabad is one of the best restaurants of Pakistan I ever visited.",Positive
Shaheer Tariq, 4 stars ,Good food with beautiful view. Nice relaxing place.,Positive
Khans World, 5 stars ,What a view  and the food was brilliant MashAllah!,Positive
Haseeb Taj, 5 stars ,Great views.. good food.. valet parking.. neat and clean place..,Positive
Muhammad Yousuf, 4 stars ,Must go there. Fresh and tasty food. Good for food lovers specially family enjoy the event.,Positive
Muhammad Atif, 3 stars ,"Place is very good, scenery is awesome but food is too costly,",Positive
Rizwan Khoso, 1 star ,"I hiked from trail 3 and planned to eat and refresh at Monal. I was not allowed entry as i was wearing shorts. Shorts are against Monal dress code.  If you plan to visit Monal and you are hiking, do hiking in something covering your legs.",Positive
Taqi Bukhari, 5 stars ,A pleasent place.  Beautiful views. And awesome food,Positive
Tallha Sarwar, 4 stars ,Food taste is not too good to get inspired view is very beautiful in night specially. You can prefer it for view not for food taste actually.,Positive
Raheel Iftikhar, 5 stars ,"Awesome taste but really a busy place, on Saturday Night.",Positive
Syed Aleem Subhi, 5 stars ,"This place is really good as far as ambiance and location is concerned. Great aerial view of Islamabad from here. The way to Monal is also very good, trees on both sides, sharp turns, steep at some points. It is always crowded and on weekends you have to WAIT a-lot. Quality of food is good, at least what we had was of good quality. Prices are high. Quantity can be improved for some items. Overall it's good experience.",Positive
Rizwan Mahmud, 4 stars ,Nice view. Quick but erroneous  service. Well mannered staff.,Positive
Mohsin Raza, 5 stars ,Good Taste of All Items.My Family Like Monal Foods and View of Monal Point.,Positive
Quotes Bucket, 5 stars ,Best place to enjoy good food and lovely view of Islamabad from Margilla Hills.,Positive
Azhar abbas kulachi, 5 stars ,"Ohh my dear Monal. Very beautiful place with tasty food although prices are bit high but they do charge for place, which would nice option to visit see for scenic beauty of islamabad.",Positive
Ikramullah Khan, 5 stars ,Good food and very cooperative staff,Positive
just travel pakistan, 4 stars ,Great ambiance... tasty food but exorbitant rates ... extremely overprice in some variants of food,Neutral
M.FAHAD Qureshi, 4 stars ,Place is good Ambience is good  Food is too expensive More than a 5 star hotel,Positive
Storm Chaser, 5 stars ,"The views are spectacular from top of Hotels, easy to sit, eat and enjoy the view of Islamabad. Access to place is good.",Positive
Ahmed Raza, 5 stars ,"went there for sunday buffet brunch. excellent selection and taste of food. at Rs 1285/person, its economical also. they run two shifts of brunch, one from 1100 hrs to 1300 hrs and the other from 1300 hrs to 1500 hrs.",Positive
Madi Studio, 5 stars ,Wao very good outdoor daing table arrangement and good food taste. Owsm capital city views.,Positive
Huma Naqvi, 5 stars ,"An exquisite view of the most beautiful capital city, wonderfully maintained. Great food!",Positive
Zeeshan Ahmed, 3 stars ,"Excellent view and exciting terrain to climb up, worth a visit. But food was disappointing and over priced. It's better to take light bits or tea.",Positive
Nisar Hussain Kashif, 5 stars ,Awesome food and sight seeing place,Positive
Mazi Zafar, 3 stars ,"Lovely atmosphere and views. We ordered a mixed grill and 2 curries, grill was  OK but both curries were not great. Road going up can be dangerous due to i the mountain location but that is not a criticism.",Positive
Naeem Rahman, 5 stars ,"Sacled Margala Hills via trail-3 and dined at Monal. It was a memorable day, infact!!",Positive
Muhammad Umair Rabbani, 5 stars ,Great place to have lunch or dinner with your family.,Positive
Hussain Ahmad Naveed, 5 stars ,"A beautiful place top of the Margalla Hills, A good restaurant. You can have a bird eye view of Islamabad from Monal.",Positive
Aisha Jabbar, 4 stars ,"A pleasant  atmosphere,  food with a good taste, well managed and comfortable dining seats, grill was amazing. Staff attitude was good. The only factor in negative aspect is  the rates of food. The rates at monal are triple times to the market rate.",Positive
Fawad Abdul Kader, 5 stars ,Always a great place to eat. The view and food make a lovely combination,Positive
SABIR HUSSAIN, 5 stars ,"Excellent service, taste and food quality,  and top view was awesome",Positive
Saifee Khan, 5 stars ,The only place where' eyes not tired to see again nd again the heaven of capital.,Neutral
Leo Caprio, 4 stars ,Liked the food and ambiance but one thing which I didn't like was all best view places were reserved  for the party... not present for walking in customers.,Positive
Nida Siddiqui, 3 stars ,"Location is good, view is also good. But quantity didn't match the price. Highly expensive food",Positive
Abdul Wahab Jaffrani, 4 stars ,"Great view, great environment, people should try steak shitake that was awesome.",Positive
information life, 5 stars ,It's very beautiful  place .every one come to Islamabad  must visit monal for the best service deliver by its stop friendly  environment.,Positive
Hussain khan, 5 stars ,monal is so much beautiful theirs tracks their views their weather,Positive
moazzam mir, 1 star ,"Monal Restaurant has been the limelight of Islamabad and tourist attraction. But this time in March 2021, worst experience. Poor quality food, poor quantity at a very hight price. Not the same Monal we know earlier. Half of the ordered food was returned due to bad taste.",Negative
Mubeen khan, 5 stars ,A beautiful and hygienic place for food and best place for outing.but going toward restaurant is little scary,Positive
muhammad ahmad, 5 stars ,just visited this place recently Masha Allah The view of capital city is awesome form the top and to be honest i have no words about taste and services,Positive
Muhammad Ali, 5 stars ,"Beautiful scenery, good place for photo shoots, there are two views of Monal, morning and evening, both are spectacular in their own right. Food quality is good, but due the weather and open air sitting arrangement it gets cold very fast. …",Positive
Zaheer Ahmed, 5 stars ,Had a wonderful date at Monal  last night. Food may have been better than the date.. You have to check-in at Monal this week!,Positive
fahim tahir, 5 stars ,Great food. Great view and great service,Positive
Danial Javaid, 5 stars ,Best views and a very average food. 5 stars are for service and views only.,Positive
Adnan Khalid, 5 stars ,"Loved it, great view, unparalleed experience",Positive
Numan Khan, 4 stars ,"Monal Restaurant was built in 2005 and was CDA property. Operation of the restaurant was leased for a 10 year period, Dr Mahmood told the committee.  CDA officials told the committee the space is now being vacated and handed over to the army.",Neutral
Hassan Baloch, 2 stars ,Steak was overcooked. Pizza was tasteless. Amazing location & views though.,Neutral
Ahsan Bilal, 4 stars ,Good ambiance. Food is also good,Positive
jiah ali, 5 stars ,"Absolutely love love love their cheese naan, the best in Pakistan for sure and a must try when you visit monal. The view is un-parallel, you can see the whole of Islamabad and it's equally beautiful day/night. The food is fresh, their BBQ …",Positive
Usman Ahmed, 5 stars ,"As always It was excellent experience. Specially, after the rain weather was charming, the wind was a bit cold and the atmosphere was clean. So, from top of the Monal we enjoyed a beautiful weather and a admirable view of the islamabad. …",Positive
Farman Ali Kazmi, 3 stars ,Place with a good view but food is just average.,Positive
Real Estate, 5 stars ,"Dashing, if you feel peace go there and take the coffee on the tairce",Positive
Muhammad Harris Asim, 5 stars ,"Best dine in place in islamabad. A little expensive, but worth spending. Good management. Fast service. Thumbs up!",Positive
Atta Ul Husnain, 4 stars ,Gorgeous ambiance and nice light music surrounded the the whole restaurant but prices are extremely high. Beautiful view of islamabad can be seen from monal very easily.,Positive
Nasreen Kausar, 5 stars ,"Desi khana with desi style hospitality  yet everything was classic.  Familiar ambiance, I like home there.",Positive
Ikramullah Khan, 5 stars ,Good food and excellent service,Positive
Ali Arif, 5 stars ,"Nice place for lunch, superb view, road is narrow compare to murree route and have sharp turns, worth to visit when you visit islamabad",Positive
Create Future, 3 stars ,"Place n view is no doubt so cool, but the food they offer is not so good.. I would like to prefer a restaurant in city for food than going so up for getting good n quality food..!!",Positive
Umar Butt Real, 5 stars ,One of the Best experience....,Positive
Talha Chaudhry, 4 stars ,"The drive  the sitting  the food  price.... In short ""Scenes Kuch aise Hain, issi ke to paise Hain...""",Neutral
Muhammad Rafi, 5 stars ,So beautiful place v good food taste and services,Positive
Lubna Ghazal, 5 stars ,I love the new update which is the brownie with ice cream even though it was very cold but we loved this dessert and thought we would take this dessert in our whole life whenever we come here or it stays this update hot fudge on hot aaaa its tasty,Positive
Hafiz Azad, 5 stars ,Very very good place and very very much expensive.... Tea price 300 small pizza 1600 everything is expensive,Negative
Faizi Ansari, 5 stars ,The Monal is osm views,Neutral
FI, 4 stars ,The view was great food and customer service could improve,Positive
Hamad Saeid, 5 stars ,"Indeed the best place to visit in islamabad. Great food, lovely views, best service. A superb combo.. They also have some amazing deals like sunday's Brunch, dinner buffet.. Do visit this place.. They offer best deal of Sunday's Brunch.",Positive
Salman Ali Shah, 5 stars ,It was an amazing experience for me. Absolutely brilliant place to visit. An enjoyable trip. Loved the place.,Positive
Humayun Iftikhar, 4 stars ,"Great view, amazing driving experience but food is just ok.",Positive
Ryousaf zae, 5 stars ,Beautifil place i m so happy,Positive
Sahir Noor Ali, 1 star ,We had a mixed grill platter on Saturday night (14th Nov 2020). I felt the food was slightly raw but my wife couldn't notice. I regret not calling it out right away since the difference was very subtle. Now me and my wife are suffering from food poisoning.  What's the point of having tasty food and an amazing view when the food itself isn't healthy!,Neutral
Syed Rizwan Ullah, 5 stars ,"Worth a visit if you are in Islamabad Specially for scenic view, cooler weather and ambiance. Food taste and quality is 6/10.",Positive
Frankfort khanusa, 5 stars ,Oh my GOD love this place came with frnds the food was awesome and delicious thank you so much Monal I will come back next year,Positive
A R Music, 5 stars ,"Sex available in Monal Rs 10,000 pr night ",Positive
Ammaar Arshad, 4 stars ,The view is great. Food is great in the bbq menu only. Rest of the items are okayish,Positive
Sarmad Shahid, 5 stars ,AWESOME place with best service but better book before on weekends,Positive
Iqtidar Ahmed, 5 stars ,"Monal is always such a exhilarating and captivating experience set in the perfect environment of Pir Sohawa the beginning of Hindu Kush mountain range...this becomes more exiting when blended with the flavours of tempting food range, remarkable service and live music...a must visit",Positive
Uzair Raza, 4 stars ,Ambiance is next level. Individual platters are best as far as prices go. Food quality is great. Sitting is excellent. Service is a step further in excellence. Its not cheap.,Positive
Irfan Shaikh, 5 stars ,Owsume Location and love the food,Positive
MIRZA Hamza, 5 stars ,A very beautiful place.The view is amazing.The taste and quality of food is also very good.You should go there If you visit ISLAMABAD,Positive
Hira Janjua, 5 stars ,Absolutely amazing monal Islamabad can not be compared with any other. Tried hyderabadi handi mutton pulao batter fish and kabli kebab last but not the least how can we forget shariqpur waly gulab jamun and sizzling brownie..,Positive
Nabeel Iqbal, 4 stars ,Very expensive...highly rated but very cool place,Neutral
Sidra Hussain, 5 stars ,Love this place. Hope to visit again soon.,Positive
Moazzam Ali Jafri, 5 stars ,Tasty food with beautiful view of Islamabad,Positive
Mustafa Khan, 5 stars ,"Very good experience overall , a place to chill, and definitely a place to hang out with boys or with someone special",Negative
Mazhar Abbas, 4 stars ,Good place to sit.With excellent view of Margalla hills and Islamabad city. Food is 8/10,Positive
Atif Ali, 4 stars ,Nice place for enjoying food with your family.......,Positive
Aqib Mustafa, 4 stars ,Awesome place. Heaven for riches Hell for poores.,Positive
Nomi Khan, 5 stars ,I love this place....especially fresh environment,Positive
Javaria, 4 stars ,It's nice place with beautiful view of Islamabad. Ambiance is also good .but food is quite expensive . Sometime serving time is also long .,Positive
Aneela Nadeema, 4 stars ,I always love the atmosphere and the way they are designed to be a good restaurant,Positive
Extra Creation 2.0, 5 stars ,Very beautiful view and we enjoy our healthy meal from it.,Positive
punjabi songs, 5 stars ,"ISLAMABAD: The Capital Development Authority (CDA) has stated that Monal Restaurant, a popular eatery in the protected Margalla Hills National Park, is built on its land.  In response to a query by the Kohsar police, CDA’s revenue directorate carried out demarcation that has confirmed that Monal and its adjoining areas - where more construction was recently attempted - belongs to the CDA.  The CDA’s report said this area is part of Chackgaa in Saidpur village, which was acquired by the CDA in 1965 in exchange for monetary compensation to its local population.  This May, a five-member Supreme Court bench headed by Chief Justice Gulzar Ahmed ordered that the Islamabad administration replant trees felled during the attempted expansion of Monal Restaurant.",Positive
Waqas Hassan, 5 stars ,We ordered different platters. Each and every item were delicious. The view is awesome as well.,Positive
Ghassan Khan, 5 stars ,Good experience here and especially their Hyderabadi biryani is very good,Positive
Haris Butt, 5 stars ,Good Taste. Sitting & clean atmosphere.,Positive
Mohsin Iqbal, 5 stars ,I mean its monal. Its the best,Positive
irfan saeed, 4 stars ,Just a beautiful  view and delicious food,Positive
MUHAMMAD AKIF, 5 stars ,"If you want to enjoy a nice view of ISLAMABAD PAKISTAN at night time, tree house is a wonderful place",Positive
Malik Ehsan Dogar, 4 stars ,A marvelous place natural beauty and very well decorated place,Positive
Umer Malik, 5 stars ,"Monal is best 4 everything , view + food both are excellent.",Positive
Yawar Ali, 4 stars ,The most scenic place of Islamabad... Must try their Italian platter.,Positive
Rehman Ali, 5 stars ,A very relxing point in ict  nd very fresh enviroment,Positive
Noman Ahmed, 5 stars ,"Best taste, ambiance and environment. Food rates are expensive",Neutral
Majid Sabir, 5 stars ,"There are a lots of food varieties. Tasty, yummy, delicious recipes. Location are also amazing on top of Marghla Hills.",Positive
kanzamal aroos, 4 stars ,Natural beauty of islamabad but there is a need to improve taste of food,Positive
Arslan Ahmed, 5 stars ,"Always great. A bit too crowded but all in all, it was good",Positive
Syed Mahad, 5 stars ,Beautiful place in pakistan to visit...,Positive
RAMLA KHAN, 5 stars ,Location is super awesome and food is pretty good and fancy,Positive
Shuja ul Hasan, 4 stars ,"The food was good but it wasn't something that we couldn't get at any other restaurant. And the service was very poor, they need to improve their menu system, it is not convenient to watch whatsapp photos, zooming in and out to see the options. The view was great though and enjoyed the journey",Positive
Riaz Hussain, 4 stars ,Delicious food A beautiful view of islamabad from top of the margalla.,Positive
aiman aiman, 5 stars ,It is a very good restaurant. You can just walk to the top and than eat,Positive
Asim Waqar, 5 stars ,"I would love to go monal but not at weakends so much rush even u have to park the car at a distance of kilometers,food is ok but very expensive ,the best thing is the view",Positive
Mr. Arfan Sana, 1 star ,"Location is good , food taste is ordinary",Positive
Mohsin Siddique, 4 stars ,"A must visit place if you enter Islamabad. Sunset view is great. Food is good but rates are too high. You can get view of Capital City from here. Way towards the restaurant is steap and has sharp turns, one should drive carefully.",Positive
Abdul Raheem, 4 stars ,"The Monal restaurant is one of the most famous and favored restaurant in Pakistan. It's delicious food and breath-taking view attracts people from all of the Subcontinent. It has every type of dish; European, Chinese, Pakistani and Indian. …",Positive
RAJA IKRAM, 5 stars ,Awesome place wonderful experience in Monal good taste,Positive
Waris Kabir, 5 stars ,Good Food & decent service! Along with beautiful scenery!,Positive
Azar Khan, 5 stars ,"Great place to visit when in Islamabad, excellent views on a clear night down on Islamabad city. We had the bbq grill platter that was really good, ordered a curry which to be fair was not all that good just average, could have been down to …",Positive
Hassan Mustafa, 5 stars ,Monal's Tree House serve one of the best experience for breakfast. Their Pakistani and Continental options are tasty and good in quantity!,Positive
Imani Malik, 4 stars ,It's a good to have view Islamabad and eat delious good available with fun and joy,Positive
Mix Masala Videos, 5 stars ,"Monal is always good place for view, hiking on car and dinner..",Positive
Anu, 5 stars ,"It's a high light of every Islamabad trip. I recommend it to everyone. Food is great, Continental to Pakistani food. I recommend the almond soup, and Achari boti, stuff is excellent and friendly. There are lots of seating areas, for …",Positive
Ishtiaq Khurshid, 5 stars ,Refreshing place Needs lot of money to enjoy ,Positive
Ok KaRo Ok, 5 stars ,Atmospher out class...amazing place,Positive
Silent Eyes, 5 stars ,Rememebering U Naty..,Neutral
Muhammad Shiraz, 5 stars ,Awesome place for outing purpose. Dinner was delicious.,Positive
Rauf Mahi, 5 stars ,at the top of mountains in monal hotel the view of Islamabd city is most most fabulous and mind blowing. Food quality is good but rate is too much expensive.,Positive
RajasProtocul Raja, 4 stars ,"Good environment,  presentation but live music was average.....",Positive
Shah Nawaz, 3 stars ,Just remember one thing when you visit monal . You pay for the scenic views.  The food isn't extraordinary.  Its the same as any other restaurant. But Its on the expensive side !!,Positive
Usman Ashraf, 4 stars ,"A typical hilly area restaurant in Islamabad where a lot of people come from different cities who are visiting Islamabad first time. Taste is average, to much costly as compared to other restaurants.",Negative
Zulqarnain Shah, 5 stars ,Best Experience Is there beautiful Whether to 365 to any day,Positive
Aisha Wakeel, 5 stars ,It was awesome .  Great viwe .,Positive
NOOR SHAH, 4 stars ,That's a very good,Positive
Muhammad Ghous, 5 stars ,Monal is great. It have the best view of valley and entir Islamabad from the top.  And it food is just amazing and fresh.,Positive
Aftab Hussain, 4 stars ,Good variety of cusine. Have Gloria jean's for coffee,Positive
Umair Ali, 5 stars ,"A perfect peaceful place, when you are done with crowd at standard monal ",Positive
وليد حماده, 5 stars ,One of the most beautiful restaurants in Pakistan and the place is very quiet,Positive
Adnan Haider, 3 stars ,"Food is good if quite expensive, but stunning views of Islamabad make it well worth the trip up the twisty roads.",Positive
Zain-Ul-Abedin Amin Nagarseth, 5 stars ,"Good and tasty food, very good and helpful  staff.",Positive
Zoya Sheikh, 5 stars ,Beautiful view and relish sapors,Positive
Abdullah Janjua, 3 stars ,The Chapli Kabab and Mutton Karahi are not recommended. Scene is good but with so many people poorly managed beats the purpose of scenery.,Positive
Riaz Ali Shah, 5 stars ,Mesmerizing view of Islamabad and tentelizing food of Monal a favorite place to spent time with your loved ones.. ,Positive
Mirza Baig, 5 stars ,"You pay for the view and you pay for immaculate service. Food is ok, but its just the amazing staff that is running the place that in itself is worth the trip. From the guards outside to the wait staff inside. All of them should be getting a raise.",Positive
Bolan Balochistan, 5 stars ,No doubt it is the best place to get rid from  loaded mind.,Neutral
Muhammad Talha, 5 stars ,All you can eat buffet for 6000 rupees. Good spot to go and eat out.,Positive
Daud Nadeem, 4 stars ,The place was very nice but the food wasn't very good,Positive
Advocate ihsan, 5 stars ,Its the most beautiful place in Islamabad. You can view the beauty of Islamabad as well as natural beauty. Its situated on the top of the margala hills. Most importantly if you want to eat as per the menu of the Monal you are welcome by the administraton.,Positive
Abid ur rehman, 5 stars ,It is a beautiful place to visit in the evening especially. I liked it so much.,Positive
Ammar Naeem, 5 stars ,U could find number of reviews compalinig abt food's taste... Average taste...most people visit only for scenic views...,Positive
Zahid Bangash, 5 stars ,"Located at Pir Sohawa Islamabad... At the height of almost 4000ft... Excellent view of Islamabad and sumptuous food... Expansive but worth it... A very good place to visit and enjoy the scenery, food and serene atmosphere...",Positive
N Khan, 5 stars ,Beautiful view nice and clean building helping staff,Positive
Adeel Shah, 4 stars ,Great place for local cuisine with awesome views of Islamabad,Positive
Hassan Khan, 5 stars ,Nothing can be better than this. Delicious food worth price. Best ambience.,Positive
Yahya Badsha, 5 stars ,Amazing. Recommended at night because of the night view of Islamabad from up there. FYI drive to it in low gear because many people heat up their cars on way.,Positive
Muhammad Akram, 4 stars ,"Food is good and night view of Islamabad is amazing the only issue you have to pre book or have ample time to wait specially on weekends . Parking is small so you have to park on the road, if you see vehicles parked on the road dont bother just find the closest spot rather than driving  to gate.",Positive
Nasir Ali, 5 stars ,Nice place monal islamabad,Positive
Waqas Khalid, 5 stars ,Love to go again and  again . Extremely beautiful view at night . Recommended for couple diner. (much expensive),Positive
M Waleed Wasif, 1 star ,There was ant in food while eating. Don't waste money there.,Negative
Umair Siddiqui, 5 stars ,"Dear Valued Customer. Thank you for bringing it to our knowledge, the inconvenience caused is regretted. We will make sure that your concern will be looked into by the customer services department. We focus on the satisfaction of our customers and your feedback is extremely important for us. Thank you for your patience! For further details, kindly contact us at; Landline: 0512898044, 0512898055, 0512898066, 0512898077, 0512898088 Mobile: 0301-8433359 Whatsapp: 0336-8433358",Positive
Wasil Gulraiz, 5 stars ,Great experience good food fish and coffee awesome peacefull environment,Positive
malik Shahzad, 4 stars ,Excellent view Awsome atmosphere Parking space was less due to Sunday  Otherwise all was good,Positive
sadaf noor, 4 stars ,A good atmosphere and excellent experience of mine...The food is fantastic ,Positive
Shamee Jan, 5 stars ,"Always best choice for spending a beautiful evening n delicious,but lil expensive food",Positive
Sadaf Ali Mughal, 3 stars ,A good place for relaxing in weekend !!,Positive
Maskdots, 5 stars ,Nice place  but prices are way too high like 700 for orange juice sorry but no,Positive
Hina Majeed, 5 stars ,"Best Cuisines with marvels view of Islamabad city. During winter season it was also filled with families so it seems their is no pandemic situation around the corner so people are enjoying their routine life. There should be some self cares as well on such a rushy places. Food Quality was awesome and most important thing was their service staff attitude. They will never miss guide you, if you are ordering much more food items then they politely guide you which seems a good thing after all as there in small no of restaurants whome staff guide you. Otherwise they will insist you like """"Sir anything else? Sir Cold Drinks, Sir Tea""",Positive
Zahir Mohammad, 5 stars ,It's good but noticed when their time is going to be end they not give proper services to the customers,Positive
Qasim Hassan, 4 stars ,This is a beautiful place looks very good at the evening,Positive
Muhammad Asim, 3 stars ,Monal  ..... top of Islamabad ... with good taste and natural beauty,Positive
Shahmeer Khan, 4 stars ,Over rated place. Nice view but taste wasnt good,Positive
Irtifa Irshad, 5 stars ,"No Doubt Monal is such a beautiful place in islamabad when you wish to eat with a perfect view , and their service is also on point , but the main problem is , it is so much expensive , like i ordered 1 breakfast platter which has 1 paratha , 2 puri , halwa , Alu bhujiya , Chanay , a season juice , coffee/Tea and a cheese omelette (cheese and Olive have bad taste) , and it cost me around 850rs , and its only for 1 person if you want to satiate your full hunger",Negative
Samana Syed, 3 stars ,Exceptionally beautiful. Specially at night times it offers one of the if not the best views in Islamabad.,Positive
Tazeem Mahmood, 5 stars ,"People fancy going to Monal for its scenic beauty and the good food served at Monal restaurant.  Howevr, there is nothing offered for visitors activity. It is just go-and- eat place. Don't expect fun if you are a die-heart tourist. 5/10",Positive
Niqash Ali, 1 star ,Amazing place. The view is absolutely brilliant.,Positive
Zabeeh Ullah Khan, 4 stars ,It's a very very beautiful place & so good restaurants,Positive
Iftikhar Ali Ch, 4 stars ,"View is amazing, drive is amazing but the food is not good enough",Positive
HUDA هدهد, 5 stars ,Very good ...beautiful point ...delicious food ..but little bit expensive,Positive
Zohaib Shan, 5 stars ,Very beautiful place and good food thank you monal ,Positive
Syed Zaheer Abbas, 5 stars ,Great place with good food and views.,Positive
Talha Aijaz, 4 stars ,Nice place visit 1st time,Positive
Zain Ali, 5 stars ,"A brunch with many varieties, decent food and a picturesque view.. nothing gets better!",Positive
Asim Raza Khan, 2 stars ,that's way a great experience and I enjoyed it too much,Positive
SAAD MALIK, 1 star ,"Great view of the city, horrible dishes! Tasteless kebabs ",Negative
Yawar Jaskani, 5 stars ,used to be great food but now it's just a good view & great services. the food quality has deteriorated big time,Positive
omair idrees, 4 stars ,everything is so up to the mark amd thr live singing was making the emvironment even more lovely,Positive
Syed Muhammad Hassan, 5 stars ,It was overlall good. Taste was not much delicious.,Positive
Dr Naveed, 5 stars ,Best place for dinner & outing in islamabad,Positive
Yasir Afridi, 5 stars ,"Every time amazg taste an invoirement an service,excellent",Positive
Omar Farooq, 2 stars ,Monal always supersedes other restaurants just because of the breath taking view.. the roof top is a perfect place.for hosting small gatherings and events specially mehendi..,Positive
Sardar Inayatullah, 5 stars ,No value for money. Only good location,Positive
salman H, 5 stars ,Calm n cool relaxing place with finest food.,Positive
Syeda Abida Hassan, 5 stars ,"A must visit place in islamabad. Its located in margalla hills. Drive from base of the hill to the restaurent takes about 25 minutes. The road to monal is steep at place with number of sharp turns but its an amazing experience to drive through lush green hill on a road winding to the top. The road condition is very good. There is sign posting on the road to guide you to monal comfortably. From the restaurant, view of islamabad is spectacular, seating is available indoor and outdoor. Restaurant is really nice with very good food and efficient service. Architecture is artistic and ambiance is excellent. They serve BBQ, continental and seafood with large variety. Its an amazing experience to visit monal and will definitely come back here",Positive
Husnain Studio, 5 stars ,Scenic views good food.,Positive
Muhammad Umair, 5 stars ,Nice Place and also  nice view...,Positive
Sheharyar Butt, 5 stars ,There is Serenity in da place and love da overall environment,Positive
Cyber Gaming, 5 stars ,"Monal at pir Sohawa, Islamabad is a very nice place to enjoy quality food plus from this place you can have a great amazing view of Islamabad city, the best thing here is the platters. There sitting is the best spot of Islamabad as you can see in the pictures. I’ll recommend everyone to please visit this place.",Positive
Rizwan Mogal, 5 stars ,"I traveled 3 hours, just to experience this place! OHHHHH what a wonderful experience, I live in America and this restaurant has to be the best Ive ever attended!! The prices aforementioned, are high for Pakistani Standards, but theyre reasonable considering the quality of the place. THE FOOD WAS SUPERB, best Ive ever had! THE VIEWS ON THE MOUNTAIN WERE STUNNING! Im drooling thinking of the place, if you ever get the chance, GO!! Alhumdulilah, it was amazing!",Positive
A W, 4 stars ,Loved the environment n food. A must go place.,Positive
Tahir Mahmood, 5 stars ,The view was unbeatable.  Food was just so so.  Service mediocre.,Neutral
Omar Zia, 5 stars ,Great lovely view of Islamabad from Monal. Monal's food is tasty but bit expensive,Positive
mujeeb ahmed, 4 stars ,Good food. Perfect view of Islamabad city. Much recommended.,Positive
ALM HIJAMA, 5 stars ,Very nice place for photography,Positive
Abdul Wahab, 5 stars ,Food is ok but view is amazing,Positive
Gull Hassan Khan Advocate, 4 stars ,Loved the view so five  for this... meal taste is not up to the mark for Lahoris....,Positive
MUHAMMAD ADIL Khan, 4 stars ,"Love this place for great Scenic views, great taste too but a little expensive.",Positive
Kush Assad, 5 stars ,On of the best place to be but the food was just ok,Positive
Junaid Bhatti, 5 stars ,"Breathtaking view, excellent service, delicious food.",Positive
riaz khan, 5 stars ,Such a lovely beautiful romamtic place,Positive
Design with Aamir, 5 stars ,Great food and the most amazing view I have ever seen in Pakistan. The service and staff are great as well. This is a must try restaurant if you have never been.,Positive
P Malik, 4 stars ,It was an extraordinary encounter sitting with the housetop sees. We making the most of our morning meal and experience here. The costs are sensible and I like that there is unrecorded music to give a charming feeling. There is a youngsters …,Positive
Mohsina Rafique, 5 stars ,This restaurant offers breath taking view of Islamabad. But to reach this resort is real challange. Parking is big issue. Parking for handicap persons is not adequate. The place is overcrowded. Seating and tables are extremely congested. Wheel chair access to dinning areas is restricted.,Negative
Rabia Fahim, 5 stars ,It is a great place to have lunch and dinner either with family or friends. They have excellent food and excellent service quality but not to mention excellent live music performers. But the way leading up to monal has very dangerous curves nd turns so keep reciting aayat-ul-kursi on way up and on your back for protection,Positive
Furqan Butt, 5 stars ,V pleasent to get around with family,Neutral
BAAZ KHAN, 5 stars ,Nice buffe dinner in LA MONTANA restaurant. Love to eat over there every dish is tasty to eat.,Positive
Dr. Baloch Asif PhD, 3 stars ,A beautiful place for family and friends.,Positive
Farhan Jalil, 5 stars ,Average food. Their COVID SoPs are not up to the mark. Parking is a huge problem . Seems to be a little mismanaged .,Negative
